SettlementPoint,Date,mean,min,max,std,vol
HB_HOUSTON,2016-10,28.24955645161289,4.0,284.79,18.950819928980863,0.17187318704920396
HB_HOUSTON,2016-11,20.36593055555555,3.05,51.61,7.431234496542129,0.15944208429439086
HB_HOUSTON,2016-12,25.727661290322622,2.92,142.55,11.32320461530008,0.18387603003318415
HB_HOUSTON,2017-01,24.78185483870971,3.03,96.21,7.904352417097674,0.16798575566096063
HB_HOUSTON,2017-02,23.265714285714306,4.52,58.68,8.612319604347366,0.15084284253399538
HB_HOUSTON,2017-03,28.21329744279944,6.85,144.16,14.123950526156522,0.12743844242156702
HB_HOUSTON,2017-04,32.295736111111104,10.77,142.25,15.704205969482663,0.12675405231578077
HB_HOUSTON,2017-05,31.533172043010744,5.0,105.17,14.642110122789163,0.15403181460337645
HB_HOUSTON,2017-06,33.16834722222224,15.44,133.78,18.602049236314162,0.12456379658672975
HB_HOUSTON,2017-07,34.37583333333333,16.72,306.24,22.79316436937823,0.1300521884001332
HB_HOUSTON,2017-08,29.401720430107513,16.61,97.06,13.225864551440141,0.09398560359637124
HB_HOUSTON,2017-09,26.542944444444462,8.32,73.92,10.919633588905972,0.11042089824457751
HB_HOUSTON,2017-10,30.141236559139788,4.4,249.2,23.32571562686131,0.17633646450476448
HB_HOUSTON,2017-11,26.091055555555556,4.69,131.0,12.686734104963291,0.14692844698481947
HB_HOUSTON,2017-12,21.549005376344063,6.25,53.34,5.162866307722015,0.12466787942975359
HB_HOUSTON,2018-01,37.944784946236524,6.19,1637.34,86.01527890478582,0.19165418298817222
HB_HOUSTON,2018-02,22.16410714285716,5.1,72.11,7.347411911330587,0.1645692544167744
HB_HOUSTON,2018-03,23.782543741588132,8.01,71.01,8.968034089721382,0.1449615184172481
HB_HOUSTON,2018-04,24.652694444444446,8.4,58.92,7.83076413893887,0.12025052785262834
HB_HOUSTON,2018-05,34.14755376344084,8.43,530.4,37.10995493457376,0.1915356938596644
HB_HOUSTON,2018-06,30.628486111111098,15.81,116.02,14.938345448626661,0.10560711745004558
HB_HOUSTON,2018-07,79.03404569892474,9.95,2057.51,233.0001588834954,0.34874729066963034
HB_HOUSTON,2018-08,31.944247311827972,13.44,150.2,18.664125100987782,0.1242560756459681
HB_HOUSTON,2018-09,27.581361111111068,15.06,91.04,10.751295245972894,0.08456735367317327
HB_HOUSTON,2018-10,30.981935483870988,12.6,98.4,10.837428527252914,0.1007991596675399
HB_HOUSTON,2018-11,31.319236111111124,10.01,104.77,11.698294258876441,0.13108267214166677
HB_HOUSTON,2018-12,30.333548387096755,6.85,116.17,9.879054520195682,0.14725962448678215
HB_HOUSTON,2019-01,25.426034946236562,8.64,74.76,7.830863602989713,0.13027423009065348
HB_HOUSTON,2019-02,21.50781249999998,5.47,57.38,6.696868686204085,0.1490113029645882
HB_HOUSTON,2019-03,27.832032301480492,8.18,651.0,32.6440667231485,0.16719849323452995
HB_HOUSTON,2019-04,23.870652777777796,5.4,106.31,11.999629838588161,0.15222339221819065
HB_HOUSTON,2019-05,24.794274193548365,9.59,67.67,8.953671879096621,0.09816007999850053
HB_HOUSTON,2019-06,26.897680555555574,9.93,111.16,15.45380888124825,0.11868226839880675
HB_HOUSTON,2019-07,29.91100806451612,11.34,274.33,26.800292086352297,0.1545025442875387
HB_HOUSTON,2019-08,126.62533602150543,10.32,3499.86,401.44106407825956,0.4676613002153782
HB_HOUSTON,2019-09,80.5876527777777,7.97,5011.16,380.54306782069784,0.32126867290112515
HB_HOUSTON,2019-10,30.393602150537653,9.65,870.3,55.088593142405244,0.1901732870756924
HB_HOUSTON,2019-11,24.0215,3.79,198.8,14.300458495621022,0.1971036913916666
HB_HOUSTON,2019-12,18.67249999999999,3.8,59.43,6.622055581247458,0.15614692121068957
HB_HUBAVG,2016-01,19.25869623655914,5.13,54.53,5.512316838236009,0.13257413876321228
HB_HUBAVG,2016-02,15.269252873563223,1.52,50.9,5.8125925333696475,0.19598665548997915
HB_HUBAVG,2016-03,16.654347240915186,1.05,65.81,7.426260850084181,0.19530266724906845
HB_HUBAVG,2016-04,18.16686111111111,1.07,94.38,9.5742841350331,0.20595819121712344
HB_HUBAVG,2016-05,18.247002688172035,2.64,73.06,8.214961649765995,0.14636522893465095
HB_HUBAVG,2016-06,24.297847222222227,4.15,115.88,11.861734726158792,0.1288213955133099
HB_HUBAVG,2016-07,27.459206989247352,5.86,99.3,12.79373708196216,0.13226472669538217
HB_HUBAVG,2016-08,30.948534946236535,13.39,232.88,28.067207749952498,0.15098349467568176
HB_HUBAVG,2016-09,27.188138888888897,10.99,203.88,15.164137746107043,0.10768820938352017
HB_HUBAVG,2016-10,25.769059139784947,2.96,277.51,16.816964578457856,0.16832293871402385
HB_HUBAVG,2016-11,19.489305555555553,2.37,49.27,6.544536122879051,0.15919108210002678
HB_HUBAVG,2016-12,25.36259408602154,2.34,139.98,11.198097445441178,0.18750068895731176
HB_HUBAVG,2017-01,23.325551075268802,1.84,96.27,7.577709890137235,0.1786116772742486
HB_HUBAVG,2017-02,20.352127976190452,2.34,53.19,7.066815784413839,0.16853249901640874
HB_HUBAVG,2017-03,23.233230148048435,4.36,87.72,8.870794538909283,0.12526204239799765
HB_HUBAVG,2017-04,24.830486111111128,8.6,91.68,8.938620642163293,0.10923833442892256
HB_HUBAVG,2017-05,25.905026881720417,4.18,65.97,8.793912445332902,0.1269549421956464
HB_HUBAVG,2017-06,28.513847222222214,14.64,88.26,12.215149025157544,0.10008947374666675
HB_HUBAVG,2017-07,31.864408602150526,16.7,263.26,18.501171755106704,0.11620308233501878
HB_HUBAVG,2017-08,27.83861559139788,16.62,90.23,11.254765012949619,0.08668415096630273
HB_HUBAVG,2017-09,24.51969444444443,8.4,61.96,8.268483617032992,0.0932440773356433
HB_HUBAVG,2017-10,24.701451612903266,3.48,109.91,12.053085676988312,0.14283333696039713
HB_HUBAVG,2017-11,23.16713888888889,3.68,91.6,8.902537112871348,0.1442883461214247
HB_HUBAVG,2017-12,21.209852150537618,4.55,56.06,5.336605259728782,0.13213948021232821
HB_HUBAVG,2018-01,37.77303763440862,5.24,1658.38,87.50519670270869,0.19663610779734442
HB_HUBAVG,2018-02,21.83005952380953,4.2,73.4,7.607576739110761,0.17119126844717045
HB_HUBAVG,2018-03,22.40343203230148,6.13,69.98,8.604464627194634,0.14907028457637428
HB_HUBAVG,2018-04,22.450305555555552,4.42,53.51,7.83802657218534,0.13680234586667656
HB_HUBAVG,2018-05,32.83485215053763,7.13,536.14,37.75765213475435,0.19725268092312304
HB_HUBAVG,2018-06,29.781861111111088,14.66,113.13,14.418706406790358,0.10663758689213662
HB_HUBAVG,2018-07,78.83232526881713,9.95,2061.56,233.32551272329204,0.34925460861509194
HB_HUBAVG,2018-08,31.69458333333332,12.87,149.94,18.56014531660236,0.1258512188735313
HB_HUBAVG,2018-09,27.05302777777778,14.75,88.41,10.301125773944909,0.08416426770741124
HB_HUBAVG,2018-10,29.889112903225822,9.98,95.61,10.16597231064904,0.10546660287190224
HB_HUBAVG,2018-11,30.277208333333338,8.42,105.98,11.820105869491803,0.13868620417734207
HB_HUBAVG,2018-12,30.191989247311827,6.45,117.99,10.318657868630194,0.14955811079284337
HB_HUBAVG,2019-01,24.68340053763441,5.59,75.44,8.210358990110418,0.14193710770412343
HB_HUBAVG,2019-02,21.250639880952367,4.85,56.86,7.073012164577062,0.15457856167346007
HB_HUBAVG,2019-03,27.189030955585476,5.95,674.86,34.35972336363794,0.17567616848242557
HB_HUBAVG,2019-04,22.221166666666647,4.4,103.18,12.112938760854043,0.16206315296393872
HB_HUBAVG,2019-05,23.88376344086022,9.03,67.33,8.577879707268165,0.09926451592748745
HB_HUBAVG,2019-06,25.17154166666668,8.6,102.85,13.788867563759185,0.11689966204752339
HB_HUBAVG,2019-07,29.69623655913976,11.28,274.53,26.839811239624773,0.15481288198479065
HB_HUBAVG,2019-08,126.34983870967757,9.9,3499.49,401.1272589683441,0.47003616057877773
HB_HUBAVG,2019-09,79.4591944444445,7.89,5008.13,380.17390025920105,0.3214847824015367
HB_HUBAVG,2019-10,28.131760752688177,6.05,851.39,53.41738394626547,0.20401032210162776
HB_HUBAVG,2019-11,23.2572361111111,2.91,201.15,14.540368868864505,0.20640208890251815
HB_HUBAVG,2019-12,18.623373655914005,3.49,60.41,6.7524925293938995,0.15869333477556755
HB_NORTH,2016-01,19.133306451612892,5.09,55.56,5.465482000164041,0.1312729475550534
HB_NORTH,2016-02,15.292658045977005,2.0,51.26,5.74195344177428,0.18614591010185882
HB_NORTH,2016-03,16.859367429340523,1.46,60.79,7.259944346713295,0.18673893391971927
HB_NORTH,2016-04,18.350666666666676,1.3,90.11,9.314117201804844,0.19875756577988005
HB_NORTH,2016-05,17.905631720430126,3.55,74.68,7.666826119704721,0.13534939045477992
HB_NORTH,2016-06,23.15805555555555,3.64,101.0,10.378440279708142,0.12669598554661923
HB_NORTH,2016-07,26.8007930107527,9.02,98.94,11.667287327521292,0.11891660767002936
HB_NORTH,2016-08,29.82838709677418,13.37,223.94,25.42722386892387,0.1478711425650267
HB_NORTH,2016-09,26.249180555555544,10.7,200.0,14.525627155172396,0.10634068157006726
HB_NORTH,2016-10,24.005255376344078,2.71,269.05,15.39033252830277,0.1687173078087963
HB_NORTH,2016-11,18.66488888888888,1.92,47.62,6.101731530063148,0.16468629455996822
HB_NORTH,2016-12,25.149045698924702,3.17,138.12,10.941741566558264,0.17959048317032325
HB_NORTH,2017-01,22.991854838709685,2.02,96.37,7.400329722413335,0.1718802280554821
HB_NORTH,2017-02,19.4481994047619,4.77,51.8,5.934393190161843,0.1394241693476856
HB_NORTH,2017-03,21.227779273216694,5.46,63.71,6.777892002262999,0.115028351405042
HB_NORTH,2017-04,21.41055555555557,7.16,61.79,6.244917842248716,0.10643880169759068
HB_NORTH,2017-05,23.41991935483871,5.2,62.98,6.722616735124594,0.1082599830351608
HB_NORTH,2017-06,25.890569444444427,15.33,70.82,9.048123147849383,0.08619602351357716
HB_NORTH,2017-07,30.65431451612902,16.47,244.42,16.651010261624048,0.11012071474602042
HB_NORTH,2017-08,26.832728494623666,16.61,85.93,10.255855876488056,0.08354438105794583
HB_NORTH,2017-09,23.346111111111103,8.29,54.32,7.261250913423439,0.08902729752976772
HB_NORTH,2017-10,21.405900537634427,1.88,75.0,7.791168430578755,0.14409630963796638
HB_NORTH,2017-11,21.59620833333333,3.19,69.49,7.568659608784378,0.15234519684624342
HB_NORTH,2017-12,20.952997311827954,6.18,53.18,4.987721615378066,0.12330955333148144
HB_NORTH,2018-01,37.5859005376344,6.24,1659.26,87.45206198148668,0.19326813837818793
HB_NORTH,2018-02,21.767023809523774,6.39,73.33,7.452917156357079,0.1584609061620187
HB_NORTH,2018-03,22.608008075370122,8.57,69.87,8.21725986194599,0.13669438143975518
HB_NORTH,2018-04,23.522916666666667,8.06,52.98,7.026932638200543,0.11514059705795418
HB_NORTH,2018-05,35.3061424731183,9.32,550.83,39.463383345482974,0.19006895589015124
HB_NORTH,2018-06,30.21188888888888,15.35,115.08,15.084811187253612,0.10730749432506761
HB_NORTH,2018-07,78.96845430107523,9.79,2063.87,233.55245524774713,0.34923417420850367
HB_NORTH,2018-08,31.603051075268784,12.0,150.0,18.64059523762587,0.12829442931500037
HB_NORTH,2018-09,27.299638888888918,14.02,89.78,10.928677673760701,0.08772040850955641
HB_NORTH,2018-10,30.03416666666664,9.57,95.0,10.33496704657282,0.10791933013027313
HB_NORTH,2018-11,31.234888888888918,9.38,114.35,11.596295053094753,0.13605798301092412
HB_NORTH,2018-12,30.39826612903227,6.96,117.3,9.91945214748273,0.1454741034913421
HB_NORTH,2019-01,24.33263440860215,5.41,75.1,8.21323557082118,0.14246673009115993
HB_NORTH,2019-02,20.864955357142883,4.48,56.39,7.018780915655388,0.15587220723922943
HB_NORTH,2019-03,28.103714670255727,8.95,676.5,34.155593973165146,0.16217254861501457
HB_NORTH,2019-04,22.99740277777778,5.53,100.8,11.622436364291056,0.15066855613507438
HB_NORTH,2019-05,23.97888440860211,9.96,67.3,8.688466045637169,0.09704918610935936
HB_NORTH,2019-06,25.175819444444464,8.17,101.27,13.602406822767914,0.11781310727310192
HB_NORTH,2019-07,29.781290322580663,11.22,274.65,26.916675138030303,0.15555900707162362
HB_NORTH,2019-08,126.52185483870967,10.0,3500.92,401.5181039277685,0.4692268302079823
HB_NORTH,2019-09,79.91958333333324,7.81,5010.22,380.5384254197814,0.32147569980785545
HB_NORTH,2019-10,27.995967741935484,6.11,853.71,53.323601612869346,0.2071169483463454
HB_NORTH,2019-11,23.628611111111105,3.49,212.85,15.121341806879704,0.20324282837338611
HB_NORTH,2019-12,18.7319892473118,4.01,59.75,6.8066040348398555,0.15725472760294265
HB_PAN,2019-04,16.54876666666666,-19.01,99.64,14.2276819511024,0.3824777504402623
HB_PAN,2019-05,16.414327956989226,-15.06,67.69,13.544792459757312,0.3399341557046383
HB_PAN,2019-06,20.731319444444456,-11.58,100.06,15.826254741623815,0.36666599631011704
HB_PAN,2019-07,28.384569892473117,0.5,274.16,27.365120579124945,0.23213707513103396
HB_PAN,2019-08,124.9917338709677,-9.99,3497.75,401.4976278928487,0.5636566524613947
HB_PAN,2019-09,72.85329166666678,-14.97,5010.1,381.5470467094595,0.4380884214397736
HB_PAN,2019-10,18.71676075268816,-20.69,843.05,54.79572759540508,0.3314210876322014
HB_PAN,2019-11,11.661291666666664,-29.98,211.43,21.725598922420964,0.3975559104697623
HB_PAN,2019-12,8.81724462365592,-27.84,60.3,16.045190188916138,0.3661342872476
HB_SOUTH,2016-01,19.210053763440854,5.18,54.4,5.458224904565116,0.13200139191260207
HB_SOUTH,2016-02,15.333591954022989,2.02,50.25,5.7663100204519,0.1870901012584755
HB_SOUTH,2016-03,16.763109017496653,1.0,69.59,7.562570221381643,0.19686921250541403
HB_SOUTH,2016-04,18.51290277777777,1.17,99.0,9.962189284750316,0.20434569019005216
HB_SOUTH,2016-05,18.570456989247315,2.77,71.92,8.661368325580218,0.14856512943556624
HB_SOUTH,2016-06,24.645374999999984,4.93,119.5,11.984516256441232,0.1297965811453101
HB_SOUTH,2016-07,26.960255376344076,-27.74,100.15,14.223926454532691,0.35154789929064184
HB_SOUTH,2016-08,31.20797043010751,13.44,237.08,28.706992658650872,0.15137991572090956
HB_SOUTH,2016-09,27.405569444444456,11.08,203.25,15.053059746843536,0.10747751540136447
HB_SOUTH,2016-10,26.68966397849464,3.43,282.46,17.671567723574377,0.16743759761834795
HB_SOUTH,2016-11,20.14883333333334,3.2,49.27,6.918300399465624,0.15086974915640736
HB_SOUTH,2016-12,25.708991935483862,2.72,141.49,11.367082161043971,0.1843624417207151
HB_SOUTH,2017-01,23.624811827956986,1.89,96.01,7.57572420780704,0.17705170893391228
HB_SOUTH,2017-02,21.079360119047603,3.29,53.41,7.134705341168079,0.15721856442826962
HB_SOUTH,2017-03,23.680753701211305,5.02,78.22,8.666648996123275,0.12030785533691747
HB_SOUTH,2017-04,25.6094027777778,8.88,94.72,9.029660940162131,0.10681685243575544
HB_SOUTH,2017-05,26.49501344086023,4.73,68.65,9.192251989315869,0.12546321493747978
HB_SOUTH,2017-06,29.65469444444443,15.39,98.22,13.388315766817485,0.10291912789016622
HB_SOUTH,2017-07,32.12946236559143,17.07,268.53,18.901360436732638,0.1170715259698543
HB_SOUTH,2017-08,28.315026881720453,16.63,91.52,11.581170602149864,0.08795751491544666
HB_SOUTH,2017-09,25.51509722222224,8.68,68.76,8.80110904577357,0.09466270960072996
HB_SOUTH,2017-10,25.56365591397848,4.63,113.12,11.44361036169302,0.1317195997452938
HB_SOUTH,2017-11,23.97718055555557,5.09,92.56,8.78721189423411,0.13271367399046807
HB_SOUTH,2017-12,21.99791666666665,5.73,64.46,5.585505404189783,0.12677507114666867
HB_SOUTH,2018-01,39.498145161290296,6.01,1675.95,88.67166127106847,0.19214110662093908
HB_SOUTH,2018-02,22.306398809523813,4.08,74.89,7.79764172813144,0.1731228424484965
HB_SOUTH,2018-03,22.888452220726812,7.37,70.15,7.990134982283654,0.13693378256562846
HB_SOUTH,2018-04,24.471888888888902,7.06,54.92,7.698613356269686,0.12186340325907964
HB_SOUTH,2018-05,34.2260752688172,9.67,531.39,37.16877772907253,0.1862395302769025
HB_SOUTH,2018-06,30.068638888888913,16.07,114.49,13.978537296864102,0.10244540580763221
HB_SOUTH,2018-07,78.8473790322581,10.07,2058.15,232.88427198288306,0.34907370941591254
HB_SOUTH,2018-08,31.66752688172045,14.7,149.28,18.317685981494463,0.12150594527692686
HB_SOUTH,2018-09,27.189805555555555,15.64,87.78,10.218478841636117,0.08247436841111841
HB_SOUTH,2018-10,29.772513440860244,14.49,93.43,9.64719083372576,0.09421307431710636
HB_SOUTH,2018-11,29.837180555555587,9.46,104.24,11.00220515110967,0.13154124852998283
HB_SOUTH,2018-12,30.089301075268807,6.18,118.6,10.294004189647124,0.15038700959253454
HB_SOUTH,2019-01,25.086061827956964,7.0,74.19,7.6801022348683246,0.1346815074725289
HB_SOUTH,2019-02,22.125639880952377,5.75,58.75,6.9867171532494465,0.14723626801429662
HB_SOUTH,2019-03,27.13555854643338,6.63,685.53,34.99492019245869,0.1728525222776282
HB_SOUTH,2019-04,22.463333333333342,4.21,105.56,11.908119073175158,0.16422910900981272
HB_SOUTH,2019-05,24.059946236559167,9.4,66.0,8.27667734565329,0.09657026342991575
HB_SOUTH,2019-06,23.904361111111104,10.55,104.57,12.982437741673445,0.11010418511889299
HB_SOUTH,2019-07,29.637500000000028,11.46,274.37,26.766762447821165,0.15403806582652815
HB_SOUTH,2019-08,125.93654569892459,10.49,3497.19,400.26523323143147,0.4698828194484461
HB_SOUTH,2019-09,78.90047222222212,8.03,5000.73,379.0236350930703,0.32381454745991467
HB_SOUTH,2019-10,29.468400537634416,8.4,838.47,52.06511827553334,0.1918701563376586
HB_SOUTH,2019-11,23.718555555555533,3.95,181.03,13.49769054050982,0.19332649763867238
HB_SOUTH,2019-12,18.95251344086021,3.58,69.69,6.6568324729686905,0.15640598253560692
HB_WEST,2016-01,19.126559139784952,4.84,55.96,5.552808074476872,0.13350177348048128
HB_WEST,2016-02,14.988663793103447,-0.61,51.36,6.017304549324414,0.3359319838057849
HB_WEST,2016-03,15.871668909825038,0.38,60.57,7.381010286160654,0.2215436957388483
HB_WEST,2016-04,16.86274999999999,-0.05,90.43,9.270893627043183,0.30940228428609373
HB_WEST,2016-05,17.337674731182776,1.06,71.97,7.6485506924426705,0.17162947852170068
HB_WEST,2016-06,23.141930555555533,3.73,102.08,10.286637497767172,0.1257118904529573
HB_WEST,2016-07,26.543561827957014,9.03,96.73,11.548332657215814,0.11872365517035183
HB_WEST,2016-08,29.786733870967733,13.26,224.54,25.374168289237264,0.14849362673516134
HB_WEST,2016-09,26.354250000000036,10.68,201.03,14.581646674593976,0.1059369161293072
HB_WEST,2016-10,24.113938172042996,1.58,273.75,15.805819181603836,0.18004284848354482
HB_WEST,2016-11,18.778416666666644,0.8,48.69,6.2965959405148855,0.1847071541174379
HB_WEST,2016-12,24.86266129032258,0.26,137.73,11.297255966368269,0.22545450834204853
HB_WEST,2017-01,21.901720430107524,-0.4,96.47,8.32926136477326,0.31424994422517116
HB_WEST,2017-02,17.616681547619056,-4.3,52.13,8.353607598538456,0.32992948886054857
HB_WEST,2017-03,19.813593539703888,-0.05,64.77,8.285855409811552,0.3616687601086302
HB_WEST,2017-04,19.996097222222236,-0.95,67.92,8.11548532087369,0.3083176591234445
HB_WEST,2017-05,22.166612903225815,1.2,53.75,6.960570769950846,0.16806161203201075
HB_WEST,2017-06,25.331694444444455,11.13,73.8,8.688395241214737,0.09581078016910119
HB_WEST,2017-07,30.29364247311829,16.53,233.81,16.11667038729388,0.11021285141642606
HB_WEST,2017-08,26.817043010752666,16.63,86.37,10.236244257218408,0.08443064256126637
HB_WEST,2017-09,22.678819444444443,8.32,54.25,6.8312186814572975,0.08686584320625734
HB_WEST,2017-10,21.693830645161306,1.84,70.17,8.016050770997202,0.14761904335987144
HB_WEST,2017-11,21.00179166666666,-0.09,73.34,8.32403636148698,0.3016860470333436
HB_WEST,2017-12,20.33803763440862,-2.28,53.28,6.117314012983186,0.29127452602181386
HB_WEST,2018-01,36.051639784946275,0.21,1661.14,87.99336444454858,0.2698128955908908
HB_WEST,2018-02,21.087604166666658,1.05,73.33,8.123562208468398,0.21439923666586266
HB_WEST,2018-03,20.3336204576043,-0.62,69.7,9.999361985102984,0.3804477836722555
HB_WEST,2018-04,17.156625000000005,-5.98,52.8,11.163072038103396,0.31903336120438003
HB_WEST,2018-05,27.692016129032254,-4.56,531.53,38.012729453510666,0.3616794866039834
HB_WEST,2018-06,28.277027777777782,7.12,107.0,13.839546440320065,0.12982086244178384
HB_WEST,2018-07,78.51755376344079,9.71,2066.82,233.8698555236982,0.35082067039933873
HB_WEST,2018-08,31.560120967741923,10.83,150.33,18.630238668683322,0.13119913332081126
HB_WEST,2018-09,26.139597222222196,7.07,85.07,10.069532088024678,0.10035777117514029
HB_WEST,2018-10,28.76133064516124,2.39,95.58,10.315092209880277,0.13783814238842376
HB_WEST,2018-11,28.715250000000026,1.04,115.67,13.658234997523149,0.2153858658598582
HB_WEST,2018-12,29.9440053763441,0.0,119.86,11.72860467043923,0.3117093284204006
HB_WEST,2019-01,23.881545698924697,0.63,75.83,9.684645248889197,0.20036527546787794
HB_WEST,2019-02,20.491160714285716,3.1,57.22,7.910899373907349,0.1829523995323752
HB_WEST,2019-03,25.66967698519515,-0.28,686.52,35.93572452588236,0.3812907867772953
HB_WEST,2019-04,19.551875000000013,-0.3,100.0,13.864652786735464,0.4303480978644674
HB_WEST,2019-05,22.70266129032257,4.5,68.36,9.238910469478997,0.13617459004906257
HB_WEST,2019-06,24.708555555555577,5.04,100.16,13.521785003357369,0.13218361089937591
HB_WEST,2019-07,29.455470430107532,11.03,274.78,26.906843611925105,0.1559662856324735
HB_WEST,2019-08,126.31528225806449,8.11,3500.0,401.28897897394313,0.4765012945384316
HB_WEST,2019-09,78.42925000000012,5.57,5010.39,380.6181047605084,0.3314687337100092
HB_WEST,2019-10,24.668131720430107,-1.42,843.07,53.57664233513765,0.37036239036390606
HB_WEST,2019-11,21.66026388888888,0.08,211.91,15.695236507495906,0.2970444677708125
